state,account length,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,account_duration,total_calls,total_min,avg_usage
OR,60,no,no,0,207.8,109,35.33,123.5,112,10.5,291.6,115,13.12,5.7,9,1.54,0,False,short-term,336,622.9000000000001,1.8538690476190478
UT,138,no,no,0,205.9,96,35.0,257.1,94,21.85,209.0,63,9.4,12.1,8,3.27,0,False,mid-term,253,672.0,2.656126482213439
IA,44,no,no,0,308.6,139,52.46,150.8,94,12.82,198.7,66,8.94,7.3,3,1.97,4,True,short-term,299,658.1,2.2010033444816055
ME,25,no,no,0,242.6,69,41.24,209.0,117,17.77,219.7,82,9.89,14.4,6,3.89,2,False,short-term,268,671.3,2.5048507462686564
WY,145,no,no,0,229.6,82,39.03,138.1,103,11.74,250.8,109,11.29,3.3,3,0.89,1,False,mid-term,294,618.5,2.1037414965986394
WI,122,no,yes,28,166.0,62,28.22,233.9,88,19.88,170.1,84,7.65,7.7,3,2.08,2,False,mid-term,234,570.0,2.4358974358974357
SC,121,no,no,0,144.8,126,24.62,200.6,82,17.05,208.8,81,9.4,13.3,9,3.59,0,True,mid-term,289,554.2,1.9176470588235295
DC,55,yes,no,0,106.1,77,18.04,123.5,100,10.5,96.4,92,4.34,12.9,3,3.48,0,False,short-term,269,326.0,1.211895910780669
CT,77,no,no,0,221.8,84,37.71,166.0,125,14.11,210.2,72,9.46,13.2,4,3.56,1,False,short-term,281,598.0,2.1281138790035588
OR,12,no,no,0,204.6,98,34.78,212.5,90,18.06,182.1,95,8.19,9.8,7,2.65,2,False,short-term,283,599.2,2.117314487632509
OR,64,no,no,0,213.5,93,36.3,166.6,114,14.16,122.0,78,5.49,14.1,3,3.81,3,False,short-term,285,502.1,1.7617543859649123
NV,92,no,yes,44,152.0,95,25.84,274.9,73,23.37,162.4,121,7.31,10.0,1,2.7,2,False,mid-term,289,589.3,2.0391003460207613
MN,125,yes,yes,29,260.8,81,44.34,163.7,112,13.91,271.7,117,12.23,17.0,6,4.59,1,True,mid-term,310,696.2,2.2458064516129035
OK,160,no,no,0,166.4,117,28.29,317.0,129,26.95,160.4,121,7.22,10.0,2,2.7,1,False,mid-term,367,643.8,1.7542234332425066
KS,79,no,no,0,177.9,83,30.24,167.3,84,14.22,223.7,142,10.07,15.2,8,4.1,0,False,short-term,309,568.9000000000001,1.8411003236245957
RI,36,no,no,0,235.1,97,39.97,196.8,104,16.73,259.7,110,11.69,7.0,7,1.89,3,False,short-term,311,691.5999999999999,2.223794212218649
DC,102,no,no,0,186.8,92,31.76,173.7,123,14.76,250.9,131,11.29,9.7,4,2.62,2,False,mid-term,346,611.4,1.7670520231213873
IL,138,yes,no,0,268.4,81,45.63,174.4,115,14.82,193.5,96,8.71,11.6,4,3.13,1,False,mid-term,292,636.3,2.179109589041096
UT,164,no,no,0,192.1,95,32.66,249.8,94,21.23,132.6,100,5.97,7.3,3,1.97,3,False,long-term,289,574.5,1.9878892733564013
MN,125,no,no,0,240.7,82,40.92,269.4,85,22.9,187.1,74,8.42,10.1,3,2.73,0,True,mid-term,241,697.1999999999999,2.8929460580912862
WI,72,no,no,0,179.9,113,30.58,149.8,112,12.73,168.2,79,7.57,9.8,7,2.65,2,False,short-term,304,497.90000000000003,1.637828947368421
MI,74,no,no,0,314.1,86,53.4,222.4,99,18.9,259.0,121,11.66,12.3,5,3.32,3,True,short-term,306,795.5,2.599673202614379
MI,134,no,yes,41,162.0,82,27.54,324.7,77,27.6,160.1,112,7.2,11.9,5,3.21,0,False,mid-term,271,646.8,2.3867158671586712
MA,145,no,no,0,175.8,89,29.89,274.3,119,23.32,226.6,69,10.2,12.4,4,3.35,1,False,mid-term,277,676.7,2.4429602888086643
AL,136,no,no,0,109.4,91,18.6,207.5,111,17.64,135.0,107,6.08,11.6,5,3.13,0,False,mid-term,309,451.9,1.4624595469255663
SC,209,no,no,0,255.1,124,43.37,230.6,110,19.6,218.0,69,9.81,8.5,5,2.3,3,True,long-term,303,703.7,2.3224422442244226
WI,66,yes,no,0,208.7,84,35.48,173.3,88,14.73,264.7,107,11.91,8.3,3,2.24,3,False,short-term,279,646.7,2.317921146953405
VT,152,no,yes,20,214.6,108,36.48,96.6,82,8.21,170.7,145,7.68,7.9,5,2.13,1,False,mid-term,335,481.9,1.438507462686567
CT,162,no,no,0,49.2,121,8.36,143.9,136,12.23,203.0,97,9.14,12.1,13,3.27,1,False,mid-term,354,396.1,1.1189265536723165
OR,72,no,no,0,141.3,133,24.02,134.9,96,11.47,227.5,97,10.24,11.2,3,3.02,2,False,short-term,326,503.70000000000005,1.5450920245398774
HI,101,no,no,0,253.2,89,43.04,237.9,114,20.22,154.3,85,6.94,9.7,7,2.62,4,False,mid-term,288,645.4000000000001,2.2409722222222226
WV,125,no,no,0,206.0,128,35.02,198.1,71,16.84,135.9,116,6.12,13.2,3,3.56,0,False,mid-term,315,540.0,1.7142857142857142
RI,46,no,no,0,40.4,105,6.87,172.4,83,14.65,145.1,89,6.53,9.0,2,2.43,2,False,short-term,277,357.9,1.292057761732852
MI,132,no,no,0,291.2,104,49.5,234.2,132,19.91,191.7,87,8.63,8.9,3,2.4,1,True,mid-term,323,717.0999999999999,2.2201238390092874
ME,193,no,yes,31,71.2,58,12.1,124.7,105,10.6,155.5,108,7.0,11.7,3,3.16,0,False,long-term,271,351.4,1.2966789667896679
WV,63,no,no,0,261.8,69,44.51,245.0,135,20.83,202.1,94,9.09,14.7,4,3.97,0,True,short-term,298,708.9,2.3788590604026845
NE,124,no,no,0,191.3,134,32.52,261.5,113,22.23,182.3,111,8.2,10.0,3,2.7,1,False,mid-term,358,635.1,1.7740223463687153
DC,144,no,no,0,133.3,101,22.66,255.5,127,21.72,228.6,68,10.29,11.6,2,3.13,0,False,mid-term,296,617.4,2.085810810810811
NH,116,no,yes,24,183.6,138,31.21,203.8,90,17.32,166.9,89,7.51,6.0,3,1.62,2,False,mid-term,317,554.3,1.7485804416403785
MD,189,no,yes,30,155.2,116,26.38,195.5,50,16.62,170.1,108,7.65,15.4,6,4.16,1,False,long-term,274,520.8,1.900729927007299
NH,97,no,yes,28,283.1,93,48.13,185.4,98,15.76,312.8,78,14.08,6.1,8,1.65,1,False,mid-term,269,781.3,2.9044609665427505
WV,137,no,yes,50,186.5,94,31.71,178.0,106,15.13,215.6,100,9.7,12.1,4,3.27,2,False,mid-term,300,580.1,1.9336666666666666
IL,142,no,yes,38,163.3,104,27.76,136.0,114,11.56,249.1,127,11.21,4.3,6,1.16,0,False,mid-term,345,548.4,1.5895652173913042
OK,84,no,no,0,203.4,125,34.58,182.9,88,15.55,213.7,121,9.62,13.8,2,3.73,1,False,mid-term,334,600.0,1.7964071856287425
NH,119,no,yes,19,178.1,110,30.28,212.8,100,18.09,226.3,123,10.18,10.0,6,2.7,1,False,mid-term,333,617.2,1.8534534534534537
MI,158,no,no,0,195.9,103,33.3,89.1,95,7.57,302.2,82,13.6,10.3,3,2.78,1,False,mid-term,280,587.2,2.0971428571428574
ND,50,no,no,0,295.3,127,50.2,127.4,100,10.83,166.8,105,7.51,9.6,6,2.59,1,False,short-term,332,589.5,1.7756024096385543
LA,98,no,no,0,136.1,82,23.14,156.3,118,13.29,158.8,83,7.15,10.1,5,2.73,2,False,mid-term,283,451.2,1.5943462897526501
HI,101,no,yes,24,114.1,95,19.4,161.5,86,13.73,176.3,90,7.93,13.0,9,3.51,2,False,mid-term,271,451.90000000000003,1.667527675276753
NJ,182,no,no,0,279.1,124,47.45,180.5,108,15.34,217.5,104,9.79,9.5,11,2.57,2,True,long-term,336,677.1,2.0151785714285717
WV,51,no,no,0,169.3,111,28.78,139.5,69,11.86,197.0,87,8.87,12.0,3,3.24,0,False,short-term,267,505.8,1.8943820224719101
NC,117,no,no,0,214.4,94,36.45,138.0,149,11.73,148.7,102,6.69,9.9,1,2.67,2,False,mid-term,345,501.09999999999997,1.452463768115942
PA,92,yes,no,0,255.8,125,43.49,142.7,111,12.13,181.2,101,8.15,11.7,3,3.16,0,False,mid-term,337,579.7,1.7201780415430268
MI,86,no,no,0,148.2,71,25.19,285.1,91,24.23,166.4,155,7.49,6.2,3,1.67,2,False,mid-term,317,599.7,1.8917981072555206
WY,122,no,no,0,119.3,93,20.28,223.9,103,19.03,211.9,122,9.54,8.7,4,2.35,2,False,mid-term,318,555.1,1.7455974842767297
NJ,156,no,yes,27,192.3,137,32.69,199.9,115,16.99,244.2,112,10.99,14.8,8,4.0,1,False,mid-term,364,636.4000000000001,1.7483516483516486
NJ,127,no,no,0,245.2,91,41.68,217.2,92,18.46,243.1,128,10.94,13.9,6,3.75,0,True,mid-term,311,705.5,2.2684887459807075
NC,130,yes,no,0,216.2,106,36.75,363.7,86,30.91,126.7,123,5.7,16.9,2,4.56,5,True,mid-term,315,706.6,2.2431746031746034
NM,158,no,no,0,172.4,114,29.31,256.6,69,21.81,235.3,104,10.59,0.0,0,0.0,2,False,mid-term,287,664.3,2.3146341463414632
MS,145,yes,yes,30,175.3,107,29.8,153.3,116,13.03,233.6,85,10.51,11.1,3,3.0,1,False,mid-term,308,562.2,1.8253246753246755
TX,90,yes,yes,26,169.0,104,28.73,188.8,104,16.05,213.3,76,9.6,13.3,3,3.59,0,True,mid-term,284,571.1,2.0109154929577464
OK,127,no,yes,27,2.6,113,0.44,254.0,102,21.59,242.7,156,10.92,9.2,5,2.48,3,False,mid-term,371,499.3,1.345822102425876
ID,109,no,no,0,184.1,143,31.3,211.7,105,17.99,243.0,116,10.93,9.9,2,2.67,1,False,mid-term,364,638.8,1.754945054945055
AL,88,no,no,0,181.9,90,30.92,151.5,87,12.88,143.0,100,6.44,7.5,3,2.03,1,False,mid-term,277,476.4,1.71985559566787
WY,101,no,yes,9,160.1,116,27.22,210.0,121,17.85,139.1,65,6.26,10.8,9,2.92,0,False,mid-term,302,509.20000000000005,1.6860927152317882
HI,171,no,no,0,189.8,122,32.27,173.7,85,14.76,257.1,84,11.57,10.3,1,2.78,0,False,long-term,291,620.6,2.1326460481099656
VA,21,no,no,0,223.2,142,37.94,216.5,114,18.4,214.7,111,9.66,12.4,2,3.35,1,False,short-term,367,654.4,1.7831062670299727
WV,145,no,yes,31,216.0,94,36.72,225.1,123,19.13,234.7,109,10.56,10.7,1,2.89,2,False,mid-term,326,675.8,2.073006134969325
DE,90,no,no,0,198.5,124,33.75,266.6,100,22.66,243.3,80,10.95,8.0,7,2.16,2,False,mid-term,304,708.4000000000001,2.3302631578947373
CA,33,no,no,0,159.5,115,27.12,195.4,118,16.61,102.4,86,4.61,7.1,7,1.92,1,False,short-term,319,457.29999999999995,1.433542319749216
PA,61,no,yes,40,105.0,78,17.85,180.6,100,15.35,174.1,115,7.83,10.2,2,2.75,2,True,short-term,293,459.70000000000005,1.5689419795221844
CO,107,no,no,0,204.5,108,34.77,162.4,110,13.8,155.0,102,6.98,13.4,1,3.62,3,False,mid-term,320,521.9,1.6309375
MD,147,no,no,0,274.0,92,46.58,231.8,82,19.7,283.6,83,12.76,6.2,1,1.67,0,True,mid-term,257,789.4000000000001,3.0715953307393
AL,117,no,no,0,158.7,84,26.98,181.7,91,15.44,177.3,67,7.98,7.7,10,2.08,2,False,mid-term,242,517.7,2.1392561983471077
AL,95,no,no,0,229.9,116,39.08,202.4,110,17.2,171.4,105,7.71,14.2,6,3.83,1,False,mid-term,331,603.7,1.823867069486405
KS,186,no,no,0,137.8,97,23.43,187.7,118,15.95,146.4,85,6.59,8.7,6,2.35,1,False,long-term,300,471.9,1.573
MI,128,no,no,0,179.4,94,30.5,270.4,92,22.98,191.0,88,8.59,7.9,4,2.13,0,False,mid-term,274,640.8,2.338686131386861
AK,55,no,yes,39,139.3,101,23.68,178.3,117,15.16,246.5,104,11.09,8.1,1,2.19,3,False,short-term,322,564.1,1.7518633540372672
OH,134,no,no,0,7.8,86,1.33,171.4,100,14.57,186.5,80,8.39,12.9,2,3.48,2,False,mid-term,266,365.70000000000005,1.374812030075188
IN,96,no,yes,23,183.1,88,31.13,147.4,89,12.53,350.2,108,15.76,11.3,7,3.05,1,False,mid-term,285,680.7,2.3884210526315792
SC,107,no,no,0,206.9,79,35.17,262.4,117,22.3,149.3,69,6.72,10.7,3,2.89,0,False,mid-term,265,618.5999999999999,2.334339622641509
KS,123,no,no,0,140.0,106,23.8,153.7,101,13.06,50.1,87,2.25,12.5,1,3.38,2,False,mid-term,294,343.8,1.1693877551020408
OK,35,no,no,0,179.2,59,30.46,283.3,101,24.08,285.4,83,12.84,5.8,7,1.57,2,False,short-term,243,747.9,3.0777777777777775
WI,74,no,no,0,177.4,136,30.16,240.3,104,20.43,237.3,133,10.68,12.0,3,3.24,0,False,short-term,373,655.0,1.7560321715817695
IN,130,no,no,0,115.6,129,19.65,167.8,104,14.26,141.8,124,6.38,12.6,9,3.4,1,False,mid-term,357,425.2,1.1910364145658263
IL,137,yes,no,0,237.3,103,40.34,176.7,84,15.02,263.4,81,11.85,14.2,4,3.83,0,True,mid-term,268,677.4,2.5276119402985073
TN,88,no,no,0,181.5,116,30.86,187.0,119,15.9,220.3,96,9.91,10.5,7,2.84,1,False,mid-term,331,588.8,1.7788519637462235
DC,80,no,no,0,51.5,90,8.76,164.0,98,13.94,169.4,80,7.62,9.5,4,2.57,3,False,short-term,268,384.9,1.4361940298507463
NC,116,no,yes,19,155.7,104,26.47,185.4,118,15.76,192.7,116,8.67,8.2,2,2.21,3,False,mid-term,338,533.8,1.5792899408284022
RI,123,no,yes,23,245.0,88,41.65,265.0,105,22.53,239.7,108,10.79,14.9,3,4.02,2,False,mid-term,301,749.7,2.490697674418605
MS,120,no,no,0,131.7,99,22.39,163.1,109,13.86,201.1,116,9.05,10.7,3,2.89,1,False,mid-term,324,495.9,1.5305555555555554
VA,146,yes,no,0,111.1,126,18.89,313.4,95,26.64,215.7,82,9.71,10.5,6,2.84,1,False,mid-term,303,640.2,2.112871287128713
KY,106,no,yes,9,88.5,100,15.05,324.8,109,27.61,79.9,86,3.6,8.2,4,2.21,3,False,mid-term,295,493.20000000000005,1.671864406779661
NV,121,no,yes,44,116.0,85,19.72,150.1,120,12.76,246.8,98,11.11,12.0,2,3.24,1,False,mid-term,303,512.9000000000001,1.692739273927393
WI,137,no,no,0,155.5,81,26.44,133.1,94,11.31,253.1,77,11.39,9.1,2,2.46,1,False,mid-term,252,541.7,2.149603174603175
NH,84,no,yes,30,106.5,65,18.11,225.7,108,19.18,188.6,61,8.49,5.7,3,1.54,2,False,mid-term,234,520.8,2.2256410256410253
NE,67,no,yes,31,175.2,68,29.78,199.2,73,16.93,219.8,99,9.89,13.2,6,3.56,1,False,short-term,240,594.2,2.4758333333333336
WI,161,no,no,0,154.7,84,26.3,177.8,125,15.11,172.9,90,7.78,5.9,2,1.59,4,True,mid-term,299,505.4,1.6903010033444816
NJ,134,no,yes,34,247.2,105,42.02,225.5,133,19.17,186.3,76,8.38,6.1,5,1.65,2,True,mid-term,314,659.0,2.0987261146496814
ME,62,yes,yes,32,218.4,93,37.13,236.7,132,20.12,192.2,137,8.65,13.2,3,3.56,0,True,short-term,362,647.3,1.7881215469613259
WY,120,no,yes,24,227.5,81,38.68,234.9,71,19.97,166.4,128,7.49,9.0,13,2.43,1,False,mid-term,280,628.8,2.2457142857142856
IN,130,no,yes,30,185.0,117,31.45,249.5,141,21.21,157.8,103,7.1,7.4,7,2.0,0,False,mid-term,361,592.3,1.640720221606648
WI,20,no,no,0,186.8,89,31.76,253.4,51,21.54,273.1,105,12.29,12.3,6,3.32,2,False,short-term,245,713.3000000000001,2.911428571428572
VT,68,no,no,0,158.8,119,27.0,211.8,105,18.0,198.1,101,8.91,10.3,3,2.78,1,False,short-term,325,568.7,1.749846153846154
CA,112,no,no,0,208.7,150,35.48,212.8,104,18.09,178.1,98,8.01,8.5,4,2.3,0,False,mid-term,352,599.6,1.7034090909090909
IN,77,no,no,0,185.9,95,31.6,212.0,98,18.02,282.3,81,12.7,11.3,4,3.05,3,False,short-term,274,680.2,2.482481751824818
SC,109,no,no,0,222.5,74,37.83,169.7,75,14.42,264.3,94,11.89,9.0,3,2.43,2,False,mid-term,243,656.5,2.7016460905349793
IN,108,no,no,0,201.1,101,34.19,170.7,86,14.51,237.4,113,10.68,11.6,3,3.13,3,False,mid-term,300,609.1999999999999,2.0306666666666664
IA,79,no,yes,17,167.9,114,28.54,243.7,93,20.71,211.9,114,9.54,9.1,2,2.46,1,False,short-term,321,623.5,1.942367601246106
MD,119,no,no,0,239.1,88,40.65,243.5,79,20.7,230.9,92,10.39,10.9,3,2.94,3,True,mid-term,259,713.5,2.7548262548262548
MN,38,no,no,0,175.7,109,29.87,211.8,97,18.0,137.9,109,6.21,9.2,3,2.48,5,True,short-term,315,525.4,1.6679365079365078
AR,109,no,yes,29,111.2,90,18.9,263.5,98,22.4,224.7,128,10.11,9.0,6,2.43,6,True,mid-term,316,599.4,1.8968354430379746
MS,78,no,no,0,87.7,74,14.91,214.8,58,18.26,201.3,147,9.06,10.8,6,2.92,1,False,short-term,279,503.8,1.8057347670250896
MN,134,no,no,0,244.1,99,41.5,246.9,111,20.99,200.0,133,9.0,7.2,2,1.94,0,False,mid-term,343,691.0,2.0145772594752187
WA,47,no,yes,27,165.0,89,28.05,127.3,118,10.82,284.4,95,12.8,7.7,4,2.08,2,False,short-term,302,576.7,1.9096026490066227
MS,59,no,yes,27,127.4,110,21.66,103.3,99,8.78,164.2,73,7.39,9.1,3,2.46,0,False,short-term,282,394.9,1.400354609929078
ID,151,no,no,0,194.8,106,33.12,292.7,103,24.88,224.6,82,10.11,5.5,3,1.49,0,False,mid-term,291,712.1,2.4470790378006875
NC,129,no,no,0,54.7,131,9.3,256.1,105,21.77,176.6,135,7.95,11.1,4,3.0,1,False,mid-term,371,487.4,1.3137466307277628
VA,107,no,yes,27,283.4,104,48.18,224.1,152,19.05,241.3,63,10.86,14.4,7,3.89,2,False,mid-term,319,748.8,2.347335423197492
MT,137,yes,no,0,258.0,112,43.86,246.5,117,20.95,173.2,100,7.79,10.9,3,2.94,0,True,mid-term,329,677.7,2.059878419452888
MI,76,no,no,0,90.5,142,15.39,211.7,75,17.99,194.9,76,8.77,9.3,2,2.51,1,False,short-term,293,497.1,1.6965870307167237
HI,24,no,no,0,235.6,132,40.05,115.9,129,9.85,185.4,136,8.34,16.2,2,4.37,0,False,short-term,397,536.9,1.3523929471032745
NC,169,no,no,0,142.5,82,24.23,231.4,110,19.67,131.2,67,5.9,10.0,4,2.7,2,False,long-term,259,505.09999999999997,1.95019305019305
MN,30,no,no,0,54.0,68,9.18,179.3,96,15.24,247.2,101,11.12,10.2,8,2.75,1,False,short-term,265,480.5,1.8132075471698113
WV,70,no,no,0,214.8,87,36.52,131.0,114,11.14,216.9,104,9.76,9.4,3,2.54,3,False,short-term,305,562.7,1.8449180327868855
SD,52,yes,no,0,251.4,118,42.74,196.6,80,16.71,192.0,53,8.64,11.0,2,2.97,0,True,short-term,251,640.0,2.549800796812749
HI,3,no,no,0,139.0,99,23.63,250.7,108,21.31,286.2,87,12.88,6.1,3,1.65,4,False,short-term,294,675.9,2.298979591836735
MS,38,no,no,0,117.3,114,19.94,208.7,105,17.74,203.4,98,9.15,14.4,2,3.89,2,False,short-term,317,529.4,1.6700315457413248
NY,104,no,no,0,264.0,108,44.88,132.2,75,11.24,177.7,91,8.0,10.6,8,2.86,3,False,mid-term,274,573.9,2.0945255474452553
LA,27,no,no,0,82.6,105,14.04,204.0,99,17.34,224.2,122,10.09,9.1,4,2.46,1,False,short-term,326,510.8,1.5668711656441718
KS,166,yes,yes,28,175.8,126,29.89,253.6,76,21.56,128.5,72,5.78,11.4,5,3.08,1,False,long-term,274,557.9,2.036131386861314
MA,13,no,no,0,220.4,100,37.47,211.2,79,17.95,259.3,112,11.67,13.6,8,3.67,2,False,short-term,291,690.9000000000001,2.374226804123712
AK,52,no,no,0,217.0,104,36.89,152.3,83,12.95,134.3,109,6.04,11.8,4,3.19,2,False,short-term,296,503.6,1.7013513513513514
SD,114,no,yes,25,129.0,77,21.93,290.0,110,24.65,177.1,110,7.97,11.6,5,3.13,1,False,mid-term,297,596.1,2.007070707070707
CO,156,no,no,0,150.5,106,25.59,152.9,112,13.0,215.9,86,9.72,3.5,3,0.95,1,False,mid-term,304,519.3,1.708223684210526
NH,90,no,yes,42,193.3,66,32.86,263.3,85,22.38,214.4,97,9.65,11.1,4,3.0,0,False,mid-term,248,671.0,2.7056451612903225
WV,62,no,no,0,189.5,122,32.22,103.8,95,8.82,180.6,106,8.13,10.8,5,2.92,2,False,short-term,323,473.9,1.4671826625386997
AZ,82,no,yes,33,137.8,95,23.43,235.5,128,20.02,268.1,70,12.06,11.0,6,2.97,2,False,mid-term,293,641.4000000000001,2.1890784982935156
ME,52,no,no,0,129.3,80,21.98,142.7,101,12.13,258.3,89,11.62,12.3,4,3.32,3,False,short-term,270,530.3,1.9640740740740739
NH,146,no,no,0,115.6,77,19.65,213.6,100,18.16,218.4,72,9.83,10.7,6,2.89,1,False,mid-term,249,547.6,2.1991967871485945
RI,120,no,yes,23,221.9,114,37.72,254.7,84,21.65,250.5,117,11.27,7.2,5,1.94,2,False,mid-term,315,727.1,2.3082539682539682
ID,130,no,no,0,263.7,113,44.83,186.5,103,15.85,195.3,99,8.79,18.3,6,4.94,1,True,mid-term,315,645.5,2.049206349206349
WI,90,no,no,0,61.3,91,10.42,194.4,94,16.52,143.1,80,6.44,11.4,9,3.08,1,False,mid-term,265,398.79999999999995,1.5049056603773583
NM,147,yes,no,0,183.8,113,31.25,164.7,110,14.0,111.0,87,5.0,10.1,4,2.73,1,False,mid-term,310,459.5,1.482258064516129
WY,159,no,no,0,167.4,68,28.46,143.8,74,12.22,140.1,111,6.3,10.3,3,2.78,0,True,mid-term,253,451.30000000000007,1.7837944664031624
IL,74,no,yes,27,154.1,122,26.2,195.3,150,16.6,276.7,86,12.45,13.2,2,3.56,4,False,short-term,358,626.0999999999999,1.7488826815642455
TX,130,no,no,0,252.0,101,42.84,170.2,105,14.47,209.2,64,9.41,5.7,5,1.54,0,False,mid-term,270,631.4,2.3385185185185184
RI,155,yes,no,0,163.1,94,27.73,291.7,108,24.79,96.4,111,4.34,11.2,3,3.02,0,False,mid-term,313,551.1999999999999,1.7610223642172522
MI,87,no,no,0,198.3,80,33.71,187.0,89,15.9,133.5,96,6.01,16.6,4,4.48,2,False,mid-term,265,518.8,1.9577358490566037
OR,81,no,no,0,324.7,48,55.2,236.4,82,20.09,187.6,78,8.44,13.1,5,3.54,0,True,short-term,208,748.7,3.599519230769231
VA,99,no,no,0,128.3,78,21.81,215.3,120,18.3,143.7,140,6.47,14.3,9,3.86,2,False,mid-term,338,487.3,1.441715976331361
SD,131,no,no,0,187.9,110,31.94,200.5,101,17.04,202.6,125,9.12,10.2,11,2.75,2,False,mid-term,336,591.0,1.7589285714285714
AL,89,no,no,0,129.2,71,21.96,214.1,68,18.2,214.9,100,9.67,10.3,4,2.78,5,True,mid-term,239,558.1999999999999,2.3355648535564852
MS,123,yes,no,0,125.5,106,21.34,128.9,96,10.96,251.9,129,11.34,6.3,6,1.7,4,True,mid-term,331,506.3,1.5296072507552871
MS,130,no,yes,26,257.2,108,43.72,224.3,122,19.07,204.0,118,9.18,12.6,4,3.4,1,False,mid-term,348,685.5,1.9698275862068966
HI,99,no,no,0,124.6,90,21.18,146.4,70,12.44,169.4,95,7.62,10.5,6,2.84,1,False,mid-term,255,440.4,1.7270588235294118
WV,36,no,no,0,175.1,144,29.77,216.9,69,18.44,243.7,146,10.97,9.9,3,2.67,1,False,short-term,359,635.7,1.7707520891364903
WV,87,no,no,0,124.3,91,21.13,173.4,105,14.74,256.3,109,11.53,7.5,5,2.03,3,False,mid-term,305,554.0,1.8163934426229509
WV,139,no,no,0,271.6,130,46.17,156.0,131,13.26,136.3,108,6.13,11.6,9,3.13,2,False,mid-term,369,563.9000000000001,1.5281842818428186
IN,189,no,no,0,219.9,80,37.38,143.3,117,12.18,130.6,69,5.88,11.7,7,3.16,1,False,long-term,266,493.80000000000007,1.8563909774436094
NM,96,no,yes,33,183.3,115,31.16,201.4,87,17.12,177.4,84,7.98,10.4,15,2.81,3,False,mid-term,286,562.1,1.9653846153846155
DE,112,no,no,0,101.1,119,17.19,214.4,67,18.22,179.5,112,8.08,10.3,5,2.78,2,False,mid-term,298,495.0,1.6610738255033557
NC,75,no,no,0,203.3,70,34.56,228.9,97,19.46,222.2,118,10.0,14.3,3,3.86,1,False,short-term,285,654.4000000000001,2.2961403508771934
NM,178,no,yes,35,175.4,88,29.82,190.0,65,16.15,138.7,94,6.24,10.5,3,2.84,2,False,long-term,247,504.09999999999997,2.0408906882591094
SC,112,no,no,0,266.0,97,45.22,214.6,94,18.24,306.2,100,13.78,14.2,2,3.83,2,True,mid-term,291,786.8,2.703780068728522
NJ,108,no,yes,41,171.6,110,29.17,136.1,78,11.57,183.4,103,8.25,10.8,7,2.92,0,False,mid-term,291,491.1,1.6876288659793814
AZ,100,no,no,0,78.7,98,13.38,225.6,102,19.18,150.4,106,6.77,14.0,8,3.78,0,False,mid-term,306,454.70000000000005,1.4859477124183007
RI,121,no,yes,20,211.9,110,36.02,215.1,120,18.28,238.5,107,10.73,9.4,2,2.54,0,False,mid-term,337,665.5,1.9747774480712166
SD,116,no,no,0,63.7,101,10.83,195.8,95,16.64,210.1,87,9.45,10.0,6,2.7,1,False,mid-term,283,469.6,1.6593639575971733
NH,161,no,no,0,173.4,100,29.48,213.7,74,18.16,141.5,69,6.37,11.5,4,3.11,1,False,mid-term,243,528.6,2.1753086419753087
AL,19,yes,no,0,237.7,98,40.41,207.1,121,17.6,182.2,95,8.2,4.5,4,1.22,0,False,short-term,314,627.0,1.9968152866242037
WV,104,no,no,0,225.9,123,38.4,162.8,106,13.84,272.1,85,12.24,10.1,4,2.73,1,False,mid-term,314,660.8000000000001,2.104458598726115
ID,119,yes,yes,32,173.0,101,29.41,209.4,93,17.8,231.1,91,10.4,12.2,4,3.29,0,False,mid-term,285,613.5,2.1526315789473682
MD,125,no,no,0,224.9,102,38.23,143.8,87,12.22,198.9,105,8.95,8.0,2,2.16,0,False,mid-term,294,567.6,1.9306122448979592
IN,156,no,no,0,237.7,122,40.41,181.5,91,15.43,185.7,151,8.36,7.7,4,2.08,1,False,mid-term,364,604.9,1.6618131868131867
WY,109,no,no,0,137.0,128,23.29,217.0,116,18.45,182.1,86,8.19,10.0,5,2.7,2,False,mid-term,330,536.1,1.6245454545454545
NH,95,no,no,0,142.5,109,24.23,176.1,107,14.97,189.6,88,8.53,8.2,3,2.21,2,False,mid-term,304,508.20000000000005,1.6717105263157896
MN,90,no,no,0,142.4,126,24.21,126.2,118,10.73,274.2,71,12.34,4.6,4,1.24,1,False,mid-term,315,542.8,1.7231746031746031
MA,105,no,yes,21,147.0,112,24.99,197.3,43,16.77,267.4,93,12.03,8.7,3,2.35,2,False,mid-term,248,611.7,2.4665322580645164
NH,101,no,no,0,220.3,124,37.45,188.6,101,16.03,278.4,98,12.53,10.6,4,2.86,1,False,mid-term,323,687.3,2.1278637770897832
MN,95,no,no,0,149.2,96,25.36,260.7,116,22.16,201.0,120,9.05,8.1,2,2.19,1,False,mid-term,332,610.9,1.8400602409638553
IA,123,no,no,0,204.4,88,34.75,137.5,111,11.69,226.0,100,10.17,10.0,4,2.7,0,False,mid-term,299,567.9,1.8993311036789298
NY,160,no,no,0,216.8,77,36.86,207.3,117,17.62,228.6,117,10.29,5.6,2,1.51,1,False,mid-term,311,652.7,2.0987138263665597
